Function Name, Cumulative Stack Size, Branch Type
"ULogCore_MultipartMsgBegin",112,Closed
"ULogCore_Write",112,Closed
"Uart_GetCxmTxSticky",112,Closed
"VXTUCoXXC4PhtJ",112,Closed
"XCiP2TT3o0",112,Closed
"XVC96CXA4qV4w_2Vq",112,Closed
"XttC6tCXUFXT4JOQmnVRztHa2nCHJ",112,Closed
"_AllocateMemForBitMasks",112,Recursive
"_Dtentox",112,Closed
"_FExp",112,Closed
"_LDtentox",112,Closed
"_Litob",112,Closed
"_TFTrmxslVHFCLC2q",112,Closed
"_WLitob",112,Closed
"avctx_init(AvcTxStructType*, int&)",112,Closed
"set_pcm_enc_cfg(audio_enc_svc_capi_v1_wrapper_t*, asm_multi_channel_pcm_enc_cfg_v3_t*)",112,Closed
"ss_process_init(void*, unsigned long, unsigned long, unsigned long, unsigned long)",112,Closed
"appi_ss_fill_input_buf(appi_ss_t*, appi_buflist_t const*, unsigned long)",112,Closed
"ProcessDrcOneChan(_DrcConfigInternal*, _DrcData*, short*, short*, short*, short*, unsigned long)",112,Closed
"check_and_apply_coef_set(_appi_channelmixer_*, _appi_channel_mixer_coef_set_*, unsigned short)",112,Closed
"mch_virtualizer_ss_disable_process(appi_virtualizer*)",112,Closed
"mch_virtualizer_ss_disable_process(capi_v2_virtualizer*)",112,Closed
"MtMx_ApplyRampGainAndAccOnEqualNumChannels(This_t*, unsigned long, unsigned long)",112,Closed
"do_scan(unsigned char const*, std::type_info const*, unsigned char const*, std::type_info const*, std::type_info const*, cast_data*, bool)",112,Closed
"fgvEncoder::lspmaq_fx1(short*, short const*, short const*, short*, short*, short*, short const*)",112,Closed
"fgvEncoder::hnwZeroInput_fx(short*, short*, long*, short, short, short*)",112,Closed
"TRANSMODE_fx::reestimate_pitch_fx(short, short, short, short, short, short, short)",112,Closed
"CADPCMEncoderLib::Process(CAPI_BufList_t const*, CAPI_BufList_t*, CAPI_Buf_t*)",112,Closed
"CEtsiAmrWbPlusDecLib::ReInit(CAPI_Buf_t*)",112,Closed
"DTFS_fx::erb_slot_fx(short, short*, short*, short)",112,Closed
"DTFS_fx::LPCPowSpect_fx(short*, short*, short, short, short*, short)",112,Closed
"DTFS_fx::getSpEngyFromResAmp_fx(short, short, short*, short*, short)",112,Closed
"fgvCommon::pz_filter_fx(short const*, short const*, short*, short*, short*, short, short, short, short)",112,Closed
"fgvCommon::adj_cycle_egy_fx(short*, short*, long long, short)",112,Closed
"fgvCommon::poleFilter_setup_fx(short*, short, short, short*, short*, short*, short*, short*)",112,Closed
"fgvCommon::nelp_random_excit_fx(short*, short*, short*, short)",112,Closed
"fgvCommon::ppp_extract_pitch_period_fx(short*, short*, short, short)",112,Closed
"amrwb_dec_6p_6N_2",112,Closed
"apr_objmgr_alloc_object",112,Closed
"avs_fwk_to_dts_hpx_ch_map",112,Closed
"bam_osal_malloc",112,Recursive
"cod7_35_fx_stage3A_wb",112,Closed
"cod7p35wb_buildD6",112,Closed
"cpuVddLPR_APCR_Exit",112,Closed
"cpuVddLPR_clkGateEnter",112,Closed
"delayline32_panner_mix_out",112,Closed
"dkTzFA3TrFsnTS_HC44CPmtVXna6TUaaTHhAmD9TFDFbzsrZo_mHDFDFFACmCVn62O7",112,Closed
"dv_set_deq_preset",112,Closed
"e_start",112,Closed
"e_stop",112,Closed
"eamr_modem_if1_framing_main",112,Closed
"efr_Lag_max1",112,Closed
"efr_Lag_max2",112,Closed
"efr_Lag_max3",112,Closed
"efr_Lsp_Az",112,Closed
"evrc_search_lsps_asm",112,Closed
"evrc_voc_synthesis_filter",112,Closed
"f8T77Tq343H2X4TVe",112,Closed
"fbsp_ex_rx_get_mem_req",112,Closed
"fbsp_ex_vi_update_impedance",112,Closed
"fbsp_rx_get_param",112,Closed
"fbsp_tdf2_simp_proc32",112,Closed
"fmodf",112,Closed
"g729a_AzLsp",112,Closed
"glink_malloc",112,Recursive
"gsm_fr_ltpAnalysis",112,Closed
"gsmhr_fp_ex",112,Closed
"gsmhr_lpcFir",112,Closed
"gsmhr_lpcIir",112,Closed
"gsmhr_lpcZsIir",112,Closed
"gsmhr_tone_detection",112,Closed
"hm7znaCtPHaS8C4U2vvzqUPtOCUCVOVUq",112,Closed
"j_oTOz6vjnHUT2v4a6Ta2COjaUtPoVTtvX",112,Closed
"le_start",112,Closed
"leveler_process",112,Closed
"loaded_process_read",112,Closed
"nVET2aoCX_mCnatTFCHChs8tUCn",112,Closed
"nextafter",112,Closed
"nexttoward",112,Closed
"ngcs_mixer_run",112,Closed
"noFDDkTXnXO6COyrD3mcFRTRSrzzMTa",112,Closed
"o28HnaRPJaHZP6z2Ua",112,Closed
"pbl_secx509_parse_unique_id",112,Closed
"pbl_secx509_parse_version",112,Closed
"pm_malloc",112,Recursive
"poleFilt",112,Closed
"poleFiltSetup",112,Closed
"q6LPMConfig_setupModeConfig",112,Closed
"qTaHUH2oPqqTTJd32XVThnC9PXVTC",112,Closed
"qurtos_thread_context_invocation",112,Closed
"register_rx_falling_isr",112,Closed
"reset",112,Closed
"scle_surround_compressor_smooth_power_approximation",112,Closed
"smd_copy_from_smd_chnl",112,Closed
"smem_spin_lock",112,Closed
"smp2p_os_malloc",112,Recursive
"smp2p_os_wait",112,Closed
"smp2p_wait",112,Closed
"smsm_malloc",112,Recursive
"sqrt",112,Closed
"sqrtl",112,Closed
"tal_clock_set_frequency",112,Closed
"ttS48O674nCP4RVxJ",112,Closed
"v13k_compute_sens_pq",112,Closed
"v13k_ratedec",112,Closed
"v13k_ratedec_stage2",112,Closed
"v13k_tx_generate_shaped_noise",112,Closed
"visualizer_process",112,Closed
"2CXU24TH",104,Closed
"2HaUqPToTqqTTnH2T2dTTH3qTnfVnUt6nPqtLCTV",104,Closed
"4k3TlCpC4tHnAtCUVJEVXHCnmamPaaPa",104,Closed
"7f473Tq8TXp2VHTD40",104,Closed
"7nh6mSz7O4tV4C4xRPntZ7JnPCv",104,Closed
"8PqWP2TT0o3",104,Closed
"8PqWP2TT0oD",104,Closed
"8PqeP2TT0od",104,Closed
"8PqiP2TTWop",104,Closed
"CCt6XUtXXtUTt47CCTaUCnHV2UVT4Jf9",104,Closed
"CHTCh9CnHX4Tq6J",104,Closed
"CTvPhhtPHC94tnTHCHJUttt",104,Closed
"CUXttC6CT_XXAnt4QPUJCCH",104,Closed
"CXOShutdownLPR_exit",104,Closed
"ChtayPnnahnTXCVa",104,Closed
"CnhTt4tPHfTUU2C",104,Closed
"Core_PoolAlloc",104,Closed
"DALSYS_EventWait",104,Closed
"DTSPrmChMaskHasAltSrrd",104,Closed
"Decim_fs",104,Closed
"Fr_xuZTs_uTtCHFtnmJ",104,Closed
"GPIOInt_GPIOInt_IsInterruptEnabled",104,Closed
"GPIOInt_GPIOInt_IsInterruptPending",104,Closed
"GPIOIntr_IsInterruptEnabled",104,Closed
"GPIOIntr_IsInterruptPending",104,Closed
"GetSparsenessMeasure_core_fx_asm",104,Closed
"HCHnt81tcCTT7XUatXTTtHJ",104,Closed
"HCHnt81wzPTXyVV2CD7FPYh",104,Closed
"HUTTqa2oPqTHTqT2n243TdT2H7PnaCTVCt",104,Closed
"JtCUTlnXVTC",104,Closed
"JtCqTcnACTP",104,Closed
"R6TahyhhVTCT4mFsFCaH824tUBrVTCT4F",104,Closed
"SwMad_init",104,Closed
"TFAFBEVrs_PVCJtn2LPnhUHTT6a9",104,Closed
"TSST8qoCnqaJJhtCTPX",104,Closed
"TatUH2tXXCT64q8HhaVTH",104,Closed
"TatUHVCt6nVUJCX6T4Gta",104,Closed
"ThB3kOFpC4HnXJc8t2vLPnjCoahnWXCVammaQpTFH",104,Closed
"Timetick_CvtToTimetick64",104,Closed
"Timetick_CvtToUsec",104,Closed
"Timetick_DalTimetick_CvtToTimetick64",104,Closed
"Timetick_DalTimetick_CvtToUsec",104,Closed
"Timetick_DalTimetick_Diff",104,Closed
"Timetick_Diff",104,Closed
"TkDTf70q44X82VHTPp0Damma",104,Closed
"ULogCore_Read",104,Closed
"ULogCore_ReadEx",104,Closed
"Uart_GetCTS",104,Closed
"Uart_Info",104,Closed
"Uart_PowerGet",104,Closed
"Uart_TxComplete",104,Closed
"VEXo2n_CaTh7CZPtnt2UTUCGz4",104,Closed
"VnhUCaXo4aa",104,Closed
"XmPXtnGBC4F8notoU",104,Closed
"_72I8C4HtLPTaCJhtCdq4TJhTU",104,Closed
"_FDtentox",104,Closed
"_PPoVm8vanS_CHtFH",104,Closed
"_PPoVm8vatS_C24RP",104,Closed
"_Parse_cie",104,Closed
"_Parse_lsda",104,Closed
"afe_dal_bam_callback(void*, unsigned long, void*, unsigned long)",104,Closed
"AudPP_PackChannelData(_ThisAudDynaPPSvc_t const*, unsigned short)",104,Closed
"appi_softvolumecontrols_reinit_new_channels(appi_softvolumecontrols_t*, unsigned long, unsigned char const*)",104,Closed
"Voice_PbeCopyFilterCoeffs(voice_pbe_struct_t*, long*)",104,Closed
"TRANSMODE_fx::conv_pc_fx(short*, short*, short)",104,Closed
"CSoftVolumeControlsLib::SetSampleRate(unsigned long, unsigned long, void*)",104,Closed
"VPint::operator+=(VPint const&)",104,Closed
"VPint::operator+(VPint const&)",104,Closed
"DTMF_fx::DtmfDetector(DTMF_DETECTOR*, short*, long)",104,Closed
"SBEncoder::Encode(short*, unsigned char*, short, short, short)",104,Closed
"fgvCommon::predictgain_fx(short, short, long)",104,Closed
"fgvCommon::excitation_env_hb(short*, short, long&, long&)",104,Closed
"fgvCommon::ran_g_fx(short&, short&, short&)",104,Closed
"_a2onVEqXTC8qszXVyV_CTVUC7UTc7U",104,Closed
"a4tthVTHPHfTUU2C",104,Closed
"afe_rtppdm_deinterleave",104,Closed
"afe_rtppdm_interleave",104,Closed
"apr_lock_enter",104,Closed
"apr_smdl_free_port_list_lock_fn",104,Closed
"aprv2_drv_isr_lock_fn",104,Closed
"audio_cross_fade_process",104,Closed
"bkDTcUprmnS62H4BDt802VUdA_NcrsTTPrcFQQrP",104,Closed
"buffer_crossmix_panner",104,Closed
"cVthUTPHfUqnTITCCXJhCTC68",104,Closed
"clock_enable",104,Closed
"create_qurt_mem_region",104,Closed
"cvd_cal_int_lock_fn",104,Closed
"cvd_cal_log_int_lock_fn",104,Closed
"cvd_mem_mapper_objmgr_lock_fn",104,Closed
"cvd_mem_mapper_unmap_all_mem_blocks.isra.1",104,Closed
"cvd_vfr_int_lock_fn",104,Closed
"cvp_int_lock_fn",104,Closed
"cvp_thread_lock_fn",104,Closed
"cvs_int_lock_fn",104,Closed
"cvs_mailbox_timer_objmgr_lock_fn",104,Closed
"cvs_thread_lock_fn",104,Closed
"de_init",104,Closed
"delayline32_panner_mix_in",104,Closed
"dh_hrtf_mixdown",104,Closed
"drc_process",104,Closed
"dts_hpx_to_avs_fwk_ch_map",104,Closed
"dvs_decorrelate",104,Closed
"dvs_output_channel_map",104,Closed
"eamr_fs_framing_main",104,Closed
"eans_compute_snr16",104,Closed
"efr_Syn_filt",104,Closed
"efr_tone_detection",104,Closed
"evrc_ratedec",104,Closed
"evrc_update_rate_info",104,Closed
"f42HnTtCXTPP2nvtUdHttJhTC",104,Closed
"f8T77Tq34eH2X4TVe",104,Closed
"fbsp_ex_rx_demo_proc",104,Closed
"fbsp_ex_rx_update_data_buffer",104,Closed
"fbsp_ex_vi_get_mem_req",104,Closed
"fbsp_ex_vi_update_cx_vp3_data",104,Closed
"ftq_enqueue_rmsg_on_group_thread0_locked",104,Closed
"gndb_process",104,Closed
"gsm_fr_schur_recursion",104,Closed
"gsm_fr_weightingFilter",104,Closed
"gsmhr_CGInterpValid",104,Closed
"gsmhr_schur_recursion",104,Closed
"hR2EcTS4_H",104,Closed
"hRVmnThnCX",104,Closed
"jOX4GVPVzynhhcv_PX",104,Closed
"kprintf",104,Closed
"ldexp",104,Closed
"ldexpl",104,Closed
"llrint",104,Recursive
"llrintf",104,Closed
"llrintl",104,Recursive
"lmmThRC24t2JrF4VVJ62HG",104,Closed
"logb",104,Closed
"logbf",104,Closed
"logbl",104,Closed
"lte_tty_baudot_tonedemod",104,Closed
"mFTm6g4CVctGP4TwC9",104,Closed
"mvm_int_lock_fn",104,Closed
"mvm_thread_lock_fn",104,Closed
"nJtCHXVTh8JChhVTvTPnqU8VHTX9",104,Closed
"nJtCXlTT2Hh6",104,Closed
"ngcs_diffuse_run",104,Closed
"nh03kTnmV7HmaVCO6X44tPdqVxJEnm2iOD8UcV_obZXHCC6VUXnmCH",104,Closed
"nhcOV74H8POG42UmCw",104,Closed
"nt81XCHHcCTTHVJOVnqBa2aVTQCH",104,Closed
"oTH48VXdHa2JhTC",104,Closed
"prof_core_clk_freq_query",104,Closed
"proftp_core_clk_freq_query",104,Closed
"pwrdb_init_ram_log",104,Recursive
"r_Cj2F2HJn",104,Closed
"reset",104,Closed
"rfs_init",104,Closed
"rint",104,Recursive
"rintf",104,Closed
"rintl",104,Recursive
"root_setup_security",104,Closed
"rpm_wait_dal_event",104,Closed
"sbuf_read",104,Closed
"sbuf_write",104,Closed
"spm_set_low_power_mode",104,Closed
"std_memmove",104,Closed
"tXTnJtCHXTP2PqTC4CCG2na",104,Closed
"thyUoXVTv",104,Closed
"tms_utils_fmt",104,Closed
"uTFAFTUC2nUFOoCtnCZHb",104,Closed
"umpm_triggerInterrupts",104,Closed
"update_gains",104,Closed
"update_room_delays",104,Closed
"utimer_drv_def_osal",104,Closed
"vmpm_TriggerInterrupts",104,Closed
"vmpm_retriggerInternal",104,Closed
"wnr_biquad_cascade",104,Closed
"242TJGtnTJHJVCv",96,Closed
"2CaHoJlnHHVnw_tCt",96,Closed
"2UTHaT24HHT2Hta22TXX4qVG",96,Closed
"2V7hCTXtJaTaP2aTahK",96,Closed
"2VaHoJjnVHRVyz2na",96,Closed
"4fVUT29JWDTW",96,Closed
"6XttCUCXTOonaCHl6t44tPmC24QPnJCCH",96,Closed
"8PqDP2TTYod",96,Closed
"8PqeP2TT0o3",96,Closed
"8PqeP2TTYo0",96,Closed
"8PqpP2TTYo0",96,Closed
"8PqpP2TTeoW",96,Closed
"AxiCfgOs_MutexLock",96,Closed
"C6XCOV9vRh9",96,Closed
"CUTSS2VUXToCHJPPtXTVX",96,Closed
"Ck3TXnDt2CSH7R4PH_CHCXHVUmBnt802TDYVzAFSrETBSjRTaFrQmaQH",96,Closed
"CkDTX6D9CUUc2Prm23OD8UcVmobZXHCD4TApXVCmPVXnPPPJVPPPDOD4J2GqntRC",96,Closed
"DALSYS_AddEventToWorkLoop",96,Closed
"DALSYS_CacheCommand",96,Closed
"DALSYS_EventInit",96,Closed
"DALSYS_Malloc",96,Recursive
"DALSYS_SyncEnter",96,Closed
"DesignFirstOrderCoeffs_Zero",96,Closed
"FJFTAUjsHamnTXCVa",96,Closed
"GPIOInt_GPIOInt_IsInterruptSet",96,Closed
"GPIOIntr_IsInterruptSet",96,Closed
"HAL_bimc_SetQosBandwidth",96,Closed
"HAL_spm_SetLowPowerMode",96,Closed
"HCHnt8IR22Tr_n3",96,Closed
"InterruptController_DalInterruptController_GetInterruptTrigger",96,Closed
"InterruptController_GetInterruptTrigger",96,Closed
"Isf_Extrapolation",96,Closed
"JGthaCTT7Hd",96,Closed
"JSONParser_ArrayLookup",96,Closed
"PCUY3kTrHCConFnH4atC42_nHCCHVXmV0tBU283AFz3TrAcTFSBBrQ_ArQQrZOQ",96,Closed
"ProcessMC16Unlinked",96,Closed
"ProcessMC32Unlinked",96,Closed
"SSCUCTVUXTJXtaCTPX",96,Closed
"SlimBus_BamAcquireLock",96,Closed
"SlimBus_InterruptAcquireLock",96,Closed
"SlimBus_LockClient",96,Closed
"SlimBus_LockDevice",96,Closed
"SlimBus_LockDevice",96,Closed
"SlimBus_LockDevice",96,Closed
"SlimBus_LockDevice",96,Closed
"SlimBus_PortAcquireLock.isra.7",96,Closed
"T42tnU44H2TtVXTPP2nvtUdHttJhTC",96,Closed
"T7fKDkTV84qH2X4TDWTaFma",96,Closed
"T8DKknVGht6VFH_nHBmPtTmF0d8UtVD2FQzTRsArFBZjsQm_FzTDpFRpTQBQQl5AFmTFKTaKgFFYamaTWYFWTaFTT",96,Closed
"TTBWkJtfaCUeH8ltHFOwmmBQT23OD8UcVQobZXHCmJmH7m6mP",96,Closed
"TU2aHHtP7Ut2C",96,Closed
"Timetick_CvtFromTimetick32",96,Closed
"Timetick_CvtFromUsec",96,Closed
"Timetick_CvtToTimetick32",96,Closed
"Timetick_DalTimetick_CvtFromTimetick32",96,Closed
"Timetick_DalTimetick_CvtFromUsec",96,Closed
"Timetick_DalTimetick_CvtToTimetick32",96,Closed
"TtJCTUnGU24tXVTC",96,Closed
"ULogInternal_Malloc",96,Recursive
"UXttC6tXTCnCXHac4CPvt241Jaztqy",96,Closed
"Uart_ClearBreak",96,Closed
"Uart_DeviceInit",96,Closed
"Uart_PowerCapabilities",96,Closed
"Uart_SetBreak",96,Closed
"WDkTPCaAJhtCfq2T_Vn4UmB3t802cDWVQFAwSjQmTRAAa3TTQmDaTF3aF3Ta",96,Closed
"_FAtan",96,Closed
"_Parse_csd",96,Closed
"Voice_EcRxDefault(voice_ec_rx_struct_t*)",96,Closed
"capi_wrapper_init(capi_wrapper_t*, ICAPI*, adsp_amdb_capi_t*)",96,Closed
"voice_fir_process(fir_struct_t*, short*, short*, short)",96,Closed
"quartet_downsampler(ecns_struct_t*, short*, short*, short*)",96,Closed
"appi_byteshifter_process(appi_t*, appi_buflist_t const*, appi_buflist_t*, appi_buf_t*)",96,Closed
"AudioDecSvc_CopyPrevOutputToNextInput(dec_CAPI_container_t*, dec_CAPI_container_t*)",96,Closed
"std::unexpected()",96,Closed
"__sqrtf",96,Closed
"_a2onVEqXTC8qszXVyV_CTVUC7UTcaU",96,Closed
"adsppm_lock",96,Closed
"afe_adap_anc_return_lib_size",96,Closed
"afe_port_cpy_client_to_rate_match_buf",96,Closed
"apr_list_delete",96,Closed
"apr_list_remove_head",96,Closed
"apr_list_remove_tail",96,Closed
"apr_log_circ_write.constprop.1",96,Closed
"apr_objmgr_construct",96,Closed
"atz7nhCmPCaA8aXJhtCFPtVCRPXHtn",96,Closed
"bam_osal_cachecmd",96,Closed
"bam_osal_syncenter",96,Closed
"bimc_SetQosBandwidth",96,Closed
"cbrt",96,Recursive
"cbrtl",96,Recursive
"cvd_mem_mapper_unmap_mem_tables.isra.2",96,Closed
"designFirstOrderHighpassCoeffs",96,Closed
"designFirstOrderLowpassCoeffs",96,Closed
"dhq_calc_headroom",96,Recursive
"do_printf",96,Closed
"e_use",96,Closed
"eqe_update_gain_set",96,Recursive
"evrc_comp_shift",96,Closed
"f8T77Tq34DH2X4TVW",96,Closed
"fVUTJ24T993",96,Closed
"fbsp_ex_vi_init_spkr_data",96,Closed
"fbsp_th_vi_extract_init",96,Closed
"findNRemoveFreeBlockInBINs",96,Closed
"forwardModulationComplex",96,Closed
"fqmf_analysis_init",96,Closed
"g729ab_sid_lsfq_decode",96,Closed
"glink_lock_acquire",96,Closed
"hm7znaCtPOaO8hvV6R44tPxCVaJrnztVC",96,Closed
"hm7znaCtPOaO8hvV6R44tPxCVzJRnVJntVCOaJJV4",96,Closed
"iirTDF2_32",96,Closed
"inmap_insert",96,Recursive
"ldexpf",96,Closed
"le_use",96,Closed
"limiter_init_mem",96,Closed
"listenLib_realft",96,Closed
"listenLib_rfft_32x16",96,Closed
"llround",96,Recursive
"llroundf",96,Closed
"llroundl",96,Recursive
"lround",96,Recursive
"lroundf",96,Closed
"lroundl",96,Recursive
"lvb_residual_filter",96,Closed
"memheap_addNodeToBin",96,Closed
"montmul_one_opt",96,Closed
"nJtC2OoTGtT4Gt7TntCC",96,Closed
"ngcs_centre_spread_run",96,Closed
"npa_event_action_trigger",96,Closed
"npa_remote_protocol_available",96,Closed
"p3kT4n7h6tO4wP_Cf4V2iS49mDHOo8UcVZ2bVXHCCX_UDnmCPF6T",96,Closed
"pbl_SHA1Update",96,Closed
"pop_suppressor_process",96,Closed
"print_hex_sep",96,Closed
"q8oWkTz2PRmWH8qR2qHmPP",96,Closed
"qSTS8qoCPTanJhtC4UCT8tIH",96,Closed
"qurtos_island_spec_create_invoke",96,Closed
"rce_mutex_lock_dal",96,Closed
"rcevt_internal_register_sigex_update",96,Closed
"remove",96,Closed
"reset",96,Closed
"reverb_get_mem_req",96,Closed
"rfs_nodev_init",96,Closed
"rfs_rfsa_init",96,Closed
"root_setup_maxoutputs",96,Closed
"rve_fn_16",96,Closed
"samp_slip_ss4",96,Closed
"samp_slip_ss4_32",96,Closed
"smem_spin_lock_cs_lock",96,Closed
"smp2p_os_cs_lock",96,Closed
"smsm_cs_lock",96,Closed
"sp_v2_rx_get_cx_data",96,Closed
"sqrtf",96,Closed
"statvfs",96,Closed
"sva_model_decoder",96,Closed
"sys_closedir",96,Closed
"sys_closedir_angel",96,Closed
"sys_mkdir",96,Closed
"sys_mkdir_angel",96,Closed
"sys_opendir",96,Closed
"sys_opendir_angel",96,Closed
"sys_readdir",96,Closed
"sys_readdir_angel",96,Closed
"sys_remove",96,Closed
"sys_remove_angel",96,Closed
"sys_statvfs",96,Closed
"sys_statvfs_angel",96,Closed
"tal_interrupt_register",96,Closed
"tcfg_cpy_event_tag",96,Closed
"tm3wT6_4CPCUqnTCHo2TntHC",96,Closed
"tmdwT6_4CPCUqnTCHo2TntHC",96,Closed
"uTFAFTUC2nUFOoCtnCZHbhUHTT6a9",96,Closed
"update_allpass",96,Closed
"update_eref_delay",96,Closed
"v13k_gainIndexQuant",96,Closed
"v13k_generate_shaped_noise",96,Closed
"v13k_unpack_rx13",96,Closed
"voice_gen_resamp_get_size",96,Closed
"wv_set_param",96,Closed
"wv_v2_set_param",96,Closed
"z7nhtS4mO674nCP4RVxJ",96,Closed
"zHnV6FOCVXPTAytRFXUPCttHHVX_tnt",96,Closed
"2aH2THU24aH",88,Closed
"4fVUT29J0DT3",88,Closed
"4fVUT29JWDT0",88,Closed
"4k3TR23tH2LPz2COH4aVJh8284mV0tBUFVe2OT1rFrQcmBQTr1OYZMTQ",88,Closed
"6Haatha8TntnhC",88,Closed
"8PqWP2TT0oK",88,Closed
"8PqWP2TTeoY",88,Closed
"8tCCXUCaAH",88,Closed
"8tVCXA4wV4jm8VCjnw",88,Closed
"AFsTrFVPE_nnVmOVXChUHTT6a9",88,Closed
"Adap_low_freq_deemph",88,Closed
"BkT3t802VU3tHaQQc2XXP8mQ4aV3CnU2ojdC42SFHHnnVmCCmnVGCaX24aQFBFmDdTrAAQQTmZQPAZmaPQa",88,Closed
"BkTX3ODatz_DXVCCnU0XctO_CXV4CnUhCZQrD3mcFRTRSrzzMTmS3FDAzzrPrAFcwQa",88,Closed
"C6TtXtCXUwH0M_UthC",88,Closed
"CUXttC6HTXXCtnCav4F6CH241Jaztqy",88,Closed
"CeMLHashInit",88,Closed
"Cn7htazmh8aPUtcHnVFroR8t2COJ4qVG",88,Closed
"CnqjC9ICHFVttPXtnmJPRnaJlVVttPotnmJ",88,Closed
"DALSYS_MemInfo",88,Closed
"DALSYS_SetLogCfg",88,Closed
"DALSYS_SetupCallbackEvent",88,Closed
"DkT4f7Kq8TXK2VHTp4mMefDT17cTrSBQ_ksmTqzHa9D_f70f7TtXtFHn8HH",88,Closed
"Dt6aahnTXCVa",88,Closed
"F9CICnqOHzC4UtVVq24jVGh",88,Closed
"FYFTAhdspamnTXCVa",88,Closed
"FeatureExtraction_build_one_block",88,Closed
"H6CXlC9FRJhtCaPn8JmVwzOq",88,Closed
"H8Ft2q6mCwzOqq8n",88,Closed
"HAL_rs_get_stream_struct",88,Closed
"HAL_rs_set_stream_struct",88,Closed
"HAL_spm_DwnldAllSlpSeqEntry",88,Closed
"Hnt8ITHTCCJJU9PtCTCvH",88,Closed
"IEC61937_fill_misaligned_pause_bursts",88,Closed
"Lim_process",88,Closed
"MtMx_AddInterpolatedSamples",88,Closed
"QURTK_thread_profile",88,Closed
"RST_q24THT29",88,Closed
"RTcOjCX__nXVCCRUtCCsJtUCn",88,Closed
"STSTSCHGjPRTFXtaCnqtTHVXa",88,Closed
"SetQURTTriggerConfig",88,Closed
"T2B0k8UtVQ3Q3a2HcQXmt8aP42VUXnjCoHdOdCtnCaonF2aw2VGs4nJt4CXa2CH_XBVnHamQFTdpTzAFwTFFSBlSsOAwcBSZFr_QTQOrZaQPAaaaa",88,Closed
"TFDekCHGoRFHnnHtnaIACuacP",88,Closed
"TH3Ykn2uC447Q6tO4QPmC2ntPBJCCHm4008UtVD2F_ATzQcsQQT_ArccmzFTBeFDAAzSTFrrQcwTccr_QFBFmD3Tz_TQAETBcmcQr0TFBwTDFOZDwcBTZcr_Q",88,Closed
"TdBDkwhd_jXVCCnU28DWoCI_ttH24CFLJPPChQPaP",88,Closed
"TmBDkc_0OC_CwVUXnV2ojmnWXJaaCm6QATmaJFDJH",88,Closed
"TnJtCDtoPPDCK",88,Closed
"U4t6GCTPnVhnGJXtt46C",88,Closed
"UTf4V29JWaTWD84T6",88,Closed
"VEXo2n_CaTV8qszVqyC_CTVUX7",88,Closed
"XC0P2TT3oe",88,Closed
"XC3P2TT3oW",88,Closed
"XCdP2TT3o0",88,Closed
"XUJHTYHJCT6dUpVJhTC",88,Closed
"XtcOnCXUUCVT2CHl8UcVHCHwUttt",88,Closed
"_AFFOFTO8PFtnZ8H",88,Closed
"_DALSYS_GetDALPropertyInfo",88,Closed
"_PFTrtGQC9VamJ2HTtCHltnmJ",88,Closed
"_VnE2aoCnTRXVVPDTO8T7CnF24HvCa6a",88,Closed
"avctx_process_init(AvcTxStructType*)",88,Closed
"afeDalGetVfrSamplesCount(_AFEDalDevStructType*, _AFEDeviceInfoStruct*)",88,Closed
"smecns_set_common_parameters(EC_PAR*, void*)",88,Closed
"avsync_lib_update_absolute_time(void*, long long, unsigned char)",88,Closed
"afe_read_avt_and_sb_counters_atomically(afe_dev_port*, unsigned long long*, unsigned long long*)",88,Closed
"qurt_elite_memory_stats_update(void*, unsigned long)",88,Closed
"CReverbLib::apply_comb_filter(short*, short*, CReverbLib::_combFilter*, short, short)",88,Closed
"fgvDecoder::WB_Erasure_processing_fx(QUANTIZED_HB_fx*, unsigned short, short)",88,Closed
"fgvEncoder::get_beta_fx(short, short, long long, short*)",88,Closed
"VPint::operator>(VPint const&)",88,Closed
"VPint::operator<=(VPint const&)",88,Closed
"VPint::operator-(VPint const&)",88,Closed
"std::terminate()",88,Closed
"std::do_abort()",88,Closed
"__cxa_pure_virtual",88,Closed
"__sys_mprotect",88,Closed
"__sys_munmap",88,Closed
"a2onVEqCX_s8TqCVVzT_yXUUCVTc7U",88,Closed
"a4mOTchTPvhUtPoVTtvX",88,Closed
"aH2UT2CGnaJCnHntqC",88,Closed
"aHUAhhmh2ctXGC46COy",88,Closed
"aVHOCGOqJ124orVC8qnHtHOCG",88,Closed
"afe_sb_read_avt_sb_time_asm",88,Closed
"ak_obj_needs",88,Recursive
"ak_scratch",88,Recursive
"ak_update_step",88,Recursive
"apr_list_clear",88,Closed
"avc_tx_config_default",88,Closed
"baudot_to_dit",88,Closed
"bcopy",88,Closed
"buffer_fill_with_panner",88,Closed
"bzero",88,Closed
"cod7_35_stage3_nb",88,Closed
"ctm_wait_for_sync",88,Closed
"diag_event_alloc_check",88,Closed
"diag_event_alloc_check_sec",88,Closed
"diag_hdlc_encode",88,Closed
"diag_non_hdlc_encode",88,Closed
"diag_stm_qsr_msg_prep",88,Recursive
"down_by_n",88,Closed
"ds1_sha1_update",88,Closed
"ds1ap_select_input_channel_mode",88,Closed
"dtmf_detect",88,Closed
"dv_init",88,Closed
